Id,cap.shape,cap.color,stalk.color.above.ring,stalk.color.below.ring,bruises,population
1066,x,n,w,w,True,y
5289,b,g,w,w,False,n
4506,k,e,w,p,False,v
7003,x,e,w,g,True,v
4392,f,e,w,g,True,y
6236,f,n,w,y,False,v
3352,f,n,g,p,True,y
5541,x,g,b,n,False,v
4789,f,e,w,w,True,y
7311,f,e,p,p,False,v
455,x,w,w,w,True,v
4453,x,n,p,p,False,v
5995,x,g,b,p,False,y
3854,k,n,p,w,False,v
4703,f,e,w,w,False,v
5940,f,e,w,p,False,v
3020,x,b,w,w,True,s
6014,f,w,w,w,False,a
1717,f,y,n,n,False,v
1266,f,e,w,g,True,v
5779,f,n,w,w,False,v
6631,x,n,p,w,False,v
7088,x,y,n,n,False,y
5042,x,n,w,w,False,v
2047,f,n,g,p,True,v
3234,x,e,p,w,True,y
3393,x,n,w,w,False,v
5136,k,n,w,w,False,v
2067,x,g,w,w,True,v
5467,f,u,w,w,False,v
5443,x,e,w,p,False,v
5609,b,g,w,w,False,n
1239,x,g,g,p,True,y
5683,x,b,w,w,True,v
3902,x,e,p,w,False,v
270,x,n,w,p,False,v
1608,x,e,w,p,True,y
7004,x,g,p,w,True,y
5614,x,n,g,g,True,v
5558,x,g,g,g,True,y
358,x,n,w,p,False,v
3245,k,e,w,p,False,v
986,x,g,p,w,True,v
2813,f,n,p,g,True,y
1732,k,n,w,w,False,v
2467,x,g,w,g,True,y
6331,f,n,w,w,True,s
5746,k,e,w,w,False,v
6241,x,n,w,p,False,v
4672,x,e,w,p,False,v
7310,f,e,w,w,True,v
6177,f,n,w,w,True,y
3374,k,g,w,w,False,s
5324,f,n,w,p,False,v
703,x,g,p,w,True,y
4435,f,e,w,w,True,y
6604,x,g,n,b,False,v
1341,f,n,w,w,False,s
5963,k,n,p,p,False,v
4633,f,n,p,p,True,v
1684,f,e,w,g,True,v
1006,f,n,g,p,True,y
44,x,n,p,w,False,v
2154,f,b,w,w,True,v
2081,f,n,w,w,True,s
1238,k,n,w,w,False,v
6762,x,n,w,w,False,a
6830,x,y,w,w,True,v
5505,x,e,w,w,True,c
7533,f,n,w,w,False,v
7635,f,w,w,w,False,s
5764,f,n,w,w,True,y
1390,x,e,w,p,False,v
6711,f,g,w,p,True,v
152,x,w,w,w,False,s
7207,f,g,n,p,False,y
6792,x,g,b,n,False,y
818,x,w,w,w,True,s
1916,x,y,n,n,False,v
905,x,n,p,p,True,v
1217,f,p,w,w,True,y
7482,f,y,p,b,False,v
4162,x,g,p,g,True,y
2319,f,g,b,p,False,v
3676,f,g,b,b,False,y
5537,x,n,w,p,False,v
6827,x,e,w,w,True,y
7467,x,n,w,w,False,a
4253,x,n,w,p,True,v
3469,f,e,w,w,False,v
5903,x,g,p,n,False,y
5086,x,e,p,w,False,v
2015,f,n,w,p,False,v
3503,f,w,w,w,True,s
6551,f,p,w,w,True,c
2466,x,w,w,w,True,n
7151,x,y,w,w,True,s
3865,f,n,w,w,False,v
3289,x,n,w,w,False,s
86,f,n,w,p,False,v
5842,x,e,c,c,False,c
6619,x,e,g,w,True,v
1324,b,y,w,w,True,n
1990,f,n,w,w,True,y
4390,f,y,p,p,False,y
2891,b,y,w,w,True,n
1844,x,e,g,p,True,y
7574,x,g,w,w,False,v
6512,x,n,w,w,False,s
1056,x,e,w,w,False,v
992,x,y,n,n,False,v
1548,k,n,w,p,False,v
6856,x,w,w,w,True,n
6396,f,e,p,w,False,v
5203,k,n,p,p,False,v
3623,x,n,w,w,False,v
746,f,n,w,p,False,v
3763,x,n,w,w,True,v
2373,k,n,p,w,False,v
7319,x,g,w,g,True,y
7736,f,n,w,w,True,s
6941,f,y,p,p,False,y
840,f,e,p,p,False,v
8106,x,u,w,w,False,v
6812,x,n,w,w,False,s
5319,f,w,w,w,True,v
5530,x,w,w,w,True,s
5780,k,n,n,n,False,y
6397,k,n,w,w,False,v
6092,x,e,g,g,True,v
5976,f,n,w,w,True,v
1671,f,g,n,p,False,v
7672,f,y,n,b,False,y
3220,f,p,w,w,True,v
797,f,e,g,w,True,v
5582,f,e,p,p,False,v
6714,x,g,p,p,False,v
5580,x,g,w,w,False,v
1084,f,n,g,g,True,v
6441,x,y,w,w,True,n
867,b,b,w,w,True,v
128,f,g,p,w,True,y
4433,x,g,n,n,False,y
3417,b,y,w,w,True,s
3318,f,w,w,w,False,s
7129,k,g,w,w,False,n
2471,f,n,p,p,True,y
787,f,g,n,p,False,v
863,x,e,w,p,False,v
3496,x,n,p,w,False,v
1574,x,g,g,g,True,v
3650,k,e,w,w,False,v
431,f,w,w,w,False,a
2470,f,g,g,w,True,y
2831,x,e,p,w,False,v
2034,b,y,w,w,True,s
3218,f,n,o,o,False,v
2004,f,n,o,o,False,c
1316,x,e,p,p,True,v
259,f,y,w,w,True,s
6152,x,n,g,p,True,y
444,k,e,p,p,False,v
3033,f,n,p,w,True,y
7500,x,n,w,w,True,v
1427,x,n,p,w,False,v
2222,x,y,p,p,False,v
5253,f,y,b,b,False,y
3,f,c,c,c,False,c
7188,x,n,w,w,False,v
4532,f,y,b,n,False,v
1057,f,y,w,w,True,v
1805,x,y,p,p,False,v
906,k,n,o,o,False,v
2298,f,n,g,g,True,y
5962,x,g,g,p,True,y
7315,x,y,w,w,True,v
1592,x,w,w,w,False,s
4576,x,g,w,w,False,s
4351,f,n,w,g,True,v
327,b,w,w,w,False,n
81,x,g,w,w,False,a
5982,k,e,p,w,False,v
3950,x,n,p,g,True,y
7062,f,n,p,g,True,y
7949,f,g,w,g,True,y
3095,x,g,w,w,False,s
6748,k,e,p,w,False,v
3868,x,e,w,w,False,v
5339,f,e,w,w,False,v
7696,x,y,w,w,True,n
4774,x,y,w,w,True,n
357,b,w,w,w,False,n
757,x,w,w,w,False,s
1307,x,w,w,w,True,n
298,x,e,e,e,True,c
2088,x,n,w,w,True,s
1134,f,n,p,p,False,v
3667,f,w,w,w,True,v
1315,x,g,w,w,True,y
4417,f,g,w,w,True,s
2048,f,n,p,w,True,v
6276,x,n,g,w,True,v
5236,x,g,w,w,False,s
3112,x,e,g,w,True,y
4030,x,n,o,o,False,c
414,x,e,w,p,False,v
3333,f,y,p,b,False,y
6107,x,e,p,g,True,v
3058,k,e,e,w,True,c
773,x,e,g,w,True,y
2903,x,n,p,w,True,v
2886,k,g,w,w,False,s
83,x,g,g,w,True,v
6262,x,g,g,g,True,v
1998,f,n,w,p,False,v
4107,f,n,p,p,True,v
1198,f,g,p,p,False,v
6244,x,g,n,b,False,v
6100,f,n,w,w,True,s
514,f,n,w,w,True,y
6733,x,g,w,g,True,v
1547,b,w,w,w,False,n
7031,f,y,b,b,False,y
4220,f,e,g,p,True,v
4966,k,g,w,w,False,n
5367,f,g,n,p,False,y
6308,b,g,w,w,False,s
1777,x,w,w,w,False,s
763,k,p,w,w,True,c
7199,x,g,g,p,True,v
1186,x,n,p,w,False,v
2117,f,e,w,p,True,v
1795,k,g,w,w,False,s
3115,f,y,b,b,False,y
6094,x,b,w,w,True,v
7755,k,e,w,p,False,v
5171,x,y,w,w,True,n
1768,x,w,w,w,True,v
7605,f,n,w,w,False,a
4446,x,e,w,p,False,v
567,x,y,w,w,True,s
3752,f,g,n,n,False,v
3334,x,g,b,b,False,v
6004,x,e,p,w,False,v
7280,x,y,p,n,False,y
1874,x,g,p,g,True,v
3637,x,e,w,w,True,y
6223,f,y,p,b,False,y
7601,x,n,w,p,False,v
7224,f,g,b,n,False,y
5777,f,y,n,p,False,y
6039,x,e,g,p,True,v
4324,x,y,w,w,True,n
2323,f,w,w,w,True,v
4786,f,u,w,w,False,v
740,x,g,b,b,False,v
1433,x,n,w,w,True,y
2432,f,n,p,w,False,v
2599,x,y,w,w,True,s
389,f,w,w,w,True,v
1503,k,e,p,p,False,v
3003,f,g,w,w,False,s
3089,x,g,n,p,False,v
5261,f,g,n,b,False,y
6620,f,g,g,p,True,y
3662,f,n,p,g,True,y
2485,f,e,p,w,True,v
6189,f,n,w,w,False,a
1931,x,p,w,w,False,s
2829,f,g,n,p,False,v
5700,x,y,w,w,True,s
2525,f,e,p,p,True,v
1507,f,n,w,w,False,a
3567,x,e,p,w,False,v
4285,x,w,w,w,False,n
5280,x,w,w,w,False,n
2934,f,e,p,w,True,y
4632,k,n,w,p,False,v
258,f,e,w,w,False,v
2673,x,e,g,p,True,v
5062,x,g,w,w,True,v
1313,x,g,p,w,True,v
3591,f,w,w,w,False,a
4082,f,e,g,w,True,v
1857,x,b,w,w,True,s
4222,x,n,o,o,False,v
1997,f,y,p,n,False,y
6406,f,g,b,n,False,v
4797,x,e,w,p,True,y
4338,x,e,p,p,False,v
1478,f,y,w,w,True,y
7869,f,e,p,p,True,y
4768,x,e,p,p,False,v
714,x,n,w,w,False,s
1364,b,w,w,w,True,n
5568,x,e,w,p,False,v
2285,x,n,w,g,True,y
6928,x,n,w,w,True,c
3277,f,w,w,w,True,s
6556,f,y,n,p,False,y
4732,f,w,w,w,False,a
7164,x,g,p,n,False,y
7686,k,n,p,w,False,v
4545,f,e,p,w,True,y
8030,f,e,p,w,False,v
1513,x,b,w,w,True,s
138,f,w,w,w,True,v
4667,f,e,w,g,True,v
5771,k,e,p,w,False,v
7339,b,g,w,w,False,n
2700,f,n,w,w,False,a
3907,f,n,w,w,True,y
5572,x,g,g,g,True,v
2752,f,g,p,b,False,y
5368,f,g,p,p,False,y
5625,x,g,w,w,False,a
6191,k,n,p,p,False,v
2507,f,e,p,w,False,v
2055,x,n,w,w,False,v
7082,f,g,w,w,True,s
1648,x,g,w,w,False,s
6640,x,y,w,w,True,v
1207,f,e,w,p,False,v
4960,x,g,w,w,False,a
5013,k,n,p,p,False,v
1105,f,g,g,g,True,v
1190,x,g,w,w,False,v
6983,x,g,n,p,False,v
7169,f,g,w,g,True,v
1839,x,e,w,w,False,v
2052,k,n,c,c,False,c
2109,x,n,w,p,False,v
6481,f,n,p,p,False,v
7953,x,y,n,b,False,y
6491,f,g,p,n,False,v
1658,f,y,w,w,True,s
777,x,y,w,w,True,s
1270,x,n,w,w,False,v
7127,f,y,w,w,True,v
2337,x,e,p,p,False,v
490,x,g,p,p,True,v
5341,x,w,w,w,False,s
527,k,w,w,w,False,s
1352,f,n,w,w,False,v
5496,x,g,w,w,True,v
3309,f,g,b,n,False,y
1815,f,w,w,w,True,v
6799,x,g,w,w,False,y
6176,x,g,w,w,True,v
4936,x,y,n,n,False,v
6519,f,n,w,p,False,v
6252,x,g,w,w,True,v
3547,x,e,p,w,True,v
2150,k,n,w,e,True,c
7065,x,w,w,w,False,a
6514,f,n,w,w,False,a
5114,f,g,n,n,False,y
98,x,b,w,w,True,v
4610,f,g,b,n,False,v
5276,x,n,p,p,True,v
3940,x,n,w,w,False,s
6348,f,n,w,w,False,s
5163,x,n,g,g,True,y
7460,b,g,w,w,False,n
5493,f,n,w,w,True,y
3819,f,e,p,w,True,v
4467,x,n,w,p,False,v
1496,f,n,p,w,False,v
4930,f,n,w,p,False,v
2185,f,n,w,w,True,s
2790,x,n,w,w,True,v
6689,x,n,w,w,False,v
6151,x,y,w,w,True,y
6192,f,e,p,p,False,v
6270,f,y,p,p,False,v
1540,x,g,p,b,False,y
1468,f,e,p,p,False,v
3687,x,n,w,w,True,s
6140,f,y,p,n,False,y
2481,x,e,w,p,True,y
627,x,w,w,w,False,s
6073,x,g,b,n,False,y
1504,b,y,w,w,True,n
4608,f,y,w,w,True,v
3306,f,n,g,p,True,y
4624,f,g,p,n,False,y
5718,x,y,p,p,False,y
1908,x,e,w,p,False,v
5494,f,n,g,p,True,y
6534,f,y,n,p,False,y
3521,x,y,b,p,False,v
3365,x,w,w,w,False,a
2327,f,e,p,w,False,v
2972,f,e,w,g,True,v
3542,x,y,w,w,True,v
1774,x,n,o,o,False,c
7191,x,g,g,w,True,v
4818,x,b,e,e,True,c
5005,x,e,w,p,False,v
1473,x,e,p,g,True,v
4161,f,y,p,b,False,v
2698,b,b,w,w,True,v
3631,k,n,p,p,False,v
2372,x,n,p,w,False,v
7624,x,n,p,w,False,v
7520,f,e,p,w,False,v
3762,f,w,w,w,True,s
5773,x,g,b,p,False,v
2827,f,e,w,p,False,v
7582,f,e,p,p,False,v
5583,f,n,p,p,False,v
6091,x,g,b,n,False,v
464,b,y,w,y,False,v
7402,x,y,w,w,True,n
4025,f,n,p,w,False,v
1702,f,n,w,p,True,v
5081,x,g,n,n,False,v
1843,f,e,g,w,True,v
4456,f,g,n,b,False,y
7105,x,n,p,g,True,y
7353,x,n,w,w,False,a
3506,f,e,w,p,False,v
809,k,e,p,p,False,v
1870,x,n,n,n,False,y
2960,k,n,w,p,False,v
363,x,g,w,w,False,s
6319,x,g,w,w,False,s
226,x,e,p,p,False,v
4283,x,g,p,p,False,v
4143,x,n,w,w,False,s
378,x,e,w,w,False,v
4712,f,n,p,p,False,v
5696,x,y,w,w,True,n
7174,x,g,w,w,False,n
426,x,w,w,w,True,s
6171,f,g,g,g,True,v
3703,f,e,p,p,False,v
5347,x,g,w,w,False,v
1310,f,e,g,g,True,v
5526,x,e,w,w,True,v
6737,x,g,n,p,False,y
999,k,e,p,w,False,v
5016,x,n,w,w,False,v
2801,x,n,g,w,True,y
899,x,b,e,w,True,c
3097,x,g,p,p,True,v
6360,x,g,g,p,True,y
7036,f,e,p,w,False,v
5279,x,w,w,w,False,a
7899,f,b,w,w,True,s
7904,f,e,w,w,False,v
5060,f,g,n,n,False,v
1667,f,g,p,g,True,v
2228,x,e,p,p,True,v
3768,x,n,g,p,True,y
6361,k,e,w,p,False,v
472,x,n,p,g,True,v
1570,f,n,o,o,False,c
1272,f,n,o,o,False,c
4097,f,y,p,b,False,y
6428,x,e,g,w,True,v
4461,k,e,p,w,False,v
318,x,b,w,w,True,s
7371,x,n,g,g,True,y
4720,x,g,w,w,False,v
3801,x,g,p,b,False,y
6951,x,g,p,p,False,v
4316,f,n,w,w,True,s
2561,f,g,n,p,False,y
7870,x,w,w,w,False,s
1959,x,g,p,p,False,y
1256,x,w,w,w,False,a
7985,k,n,p,p,False,v
7865,f,g,p,g,True,v
7166,x,n,p,p,True,y
7735,f,g,w,w,True,v
1631,f,n,w,w,False,a
6283,b,w,w,w,True,n
4884,x,e,p,p,False,v
5639,f,e,p,w,False,v
1994,f,y,p,b,False,v
7405,x,e,p,w,False,v
6307,f,n,c,c,False,c
2587,f,n,w,w,True,y
1987,k,n,w,p,False,v
1695,x,b,w,w,True,v
1096,x,e,p,w,False,v
3084,f,e,g,p,True,v
3653,k,n,w,p,False,v
4042,f,e,w,w,True,c
6058,f,g,w,w,True,y
7132,f,y,b,p,False,y
2256,x,y,p,n,False,y
3008,f,g,b,p,False,y
7130,x,g,p,n,False,v
3264,x,n,w,w,False,v
1163,x,g,n,n,False,y
4010,f,g,b,b,False,y
1912,x,b,w,w,True,v
2754,f,n,p,g,True,y
5129,f,n,o,o,False,v
3979,f,n,w,w,True,y
1809,x,y,w,w,True,s
4145,x,n,p,g,True,v
5802,x,w,w,w,True,s
310,x,w,w,w,True,v
3714,x,g,w,w,False,s
4596,f,n,w,w,False,s
1836,x,g,w,w,False,a
4005,x,g,b,n,False,v
2212,x,b,e,e,True,c
1210,x,g,w,w,False,s
7773,f,w,w,w,True,v
1110,f,n,o,o,False,v
6137,x,n,p,w,True,v
827,x,w,w,w,True,v
7363,k,w,w,w,False,s
7260,x,g,b,p,False,y
1691,x,g,w,w,False,s
1694,f,y,n,p,False,y
5809,f,e,w,p,False,v
7535,f,e,p,w,True,y
3691,f,w,w,w,True,v
4173,f,g,w,g,True,v
5501,f,g,w,w,False,a
1333,k,w,w,w,False,s
2131,f,g,w,g,True,y
830,k,e,p,p,False,v
6142,f,g,p,p,False,v
5913,x,y,b,b,False,v
7622,x,w,w,w,False,s
1708,f,y,w,w,True,s
1241,x,w,w,w,True,s
4649,x,e,g,p,True,y
7349,f,e,p,p,False,v
2349,f,e,g,g,True,y
6287,f,n,p,w,True,v
2294,k,e,p,p,False,v
1846,f,n,g,p,True,v
6254,f,n,p,p,True,v
5647,f,n,p,p,True,v
1068,k,e,w,p,False,v
2915,b,g,w,w,False,n
5226,x,y,w,w,True,n
6862,x,y,n,n,False,v
7754,x,e,p,w,False,v
1721,x,n,p,w,False,v
3377,x,g,w,w,False,a
2524,k,e,w,w,False,v
2045,f,e,p,p,True,v
6670,x,e,w,g,True,y
112,f,y,w,w,True,s
3447,f,g,n,p,False,y
3972,x,y,p,p,False,v
2564,k,g,w,w,False,n
7880,f,n,w,w,False,a
4878,x,n,w,p,False,v
3903,x,n,w,g,True,v
5105,x,g,p,b,False,y
601,x,g,w,w,True,s
28,s,n,w,w,False,y
2800,f,w,w,w,True,v
1424,x,y,w,w,True,n
1714,b,n,n,n,False,y
3852,x,e,w,p,False,v
7437,f,y,b,b,False,v
5648,f,n,w,p,True,y
4581,f,e,w,w,False,v
4306,x,g,n,p,False,y
2114,f,y,w,w,True,s
7647,x,w,w,w,True,v
7863,x,n,p,g,True,y
7291,k,e,w,p,False,v
5030,f,e,w,p,False,v
6543,x,w,w,w,False,a
5710,f,g,g,g,True,v
3042,b,w,w,w,True,s
8102,x,p,w,w,True,v
7890,f,y,p,p,False,y
7200,x,g,p,p,True,y
3834,k,n,w,w,False,v
1251,x,n,p,p,False,v
369,x,y,n,p,False,y
959,x,g,w,w,False,a
4901,f,g,w,w,False,s
7842,b,n,o,o,False,c
6454,x,n,w,g,True,v
3324,x,g,g,g,True,y
4542,x,e,p,w,False,v
2243,f,y,p,p,False,y
5653,k,g,w,w,False,n
7076,x,w,w,w,False,s
4561,f,g,p,g,True,y
6209,f,b,w,w,True,v
6847,x,w,w,w,False,s
2751,f,n,w,w,True,y
4900,f,n,w,w,False,s
6702,k,w,w,w,False,s
73,f,b,w,e,True,c
7504,x,y,w,w,True,s
6018,x,e,w,w,False,v
1442,f,w,w,w,True,v
7090,x,g,w,w,False,n
2570,f,n,w,p,False,v
3818,x,e,p,w,False,v
2445,b,w,w,w,True,n
1285,f,n,p,p,False,v
6583,x,w,w,w,True,s
7085,x,b,w,w,True,c
706,x,g,w,g,True,y
8082,f,n,o,o,False,v
888,f,y,n,b,False,y
2756,x,n,p,p,False,v
6029,x,n,w,p,True,v
2621,x,n,w,w,False,s
3766,x,y,w,w,True,y
7566,f,n,n,n,False,y
2902,k,n,w,p,False,v
2944,k,n,p,w,False,v
3165,x,n,e,e,True,c
1058,k,n,p,p,False,v
1444,f,w,w,w,False,s
2928,f,e,w,w,True,y
7694,x,y,b,n,False,v
7727,x,w,w,w,True,n
5547,f,w,w,w,True,v
7534,k,n,w,w,False,v
8065,f,e,w,w,True,v
1939,f,g,p,g,True,y
4892,x,e,p,p,False,v
7261,f,n,o,o,False,c
5997,f,w,w,w,False,a
3482,x,w,w,w,False,a
6646,f,y,p,p,False,y
1088,f,b,w,w,True,s
1451,x,n,e,e,True,c
4783,f,g,w,w,True,v
1766,x,g,n,n,False,v
8073,f,e,w,g,True,v
1885,f,e,p,p,True,v
5048,x,e,w,p,False,v
3420,x,y,b,b,False,y
1644,x,y,b,b,False,y
926,x,g,g,w,True,y
3943,x,p,w,w,False,s
1089,x,e,p,w,True,y
5861,b,y,w,w,True,n
5828,x,g,w,w,False,s
338,x,y,w,w,True,n
2718,x,p,w,w,False,s
6713,f,e,p,g,True,y
1,x,n,w,w,True,s
5248,f,n,g,w,True,y
3761,x,w,w,w,True,s
1541,x,n,w,w,False,a
6660,f,n,w,w,True,s
7938,k,e,w,w,False,v
1516,x,n,w,w,True,y
6434,f,g,p,b,False,y
4626,f,y,n,n,False,y
1804,x,g,w,w,False,v
880,k,e,p,p,False,v
4678,f,g,w,p,True,v
6049,x,g,p,p,True,v
5712,x,y,b,p,False,y
3387,x,w,w,w,True,s
6995,k,n,p,p,False,v
3848,f,w,w,w,False,s
738,f,n,g,g,True,v
5115,x,n,w,w,False,s
2157,x,n,w,g,True,y
7828,x,e,g,g,True,y
2538,x,w,w,w,True,v
5769,x,g,p,g,True,y
509,f,g,g,g,True,v
1848,f,g,w,w,False,a
3555,f,e,p,p,False,v
941,k,n,w,w,False,v
4756,x,e,p,w,True,y
134,x,y,n,n,False,v
3305,f,n,w,w,False,s
6934,x,g,g,w,True,y
1380,x,w,w,w,True,n
5901,f,g,p,n,False,y
6083,b,w,w,w,False,s
5438,f,w,w,w,True,s
7134,f,n,w,w,False,a
3758,x,n,p,p,False,v
4434,f,n,p,p,False,v
7871,f,e,w,p,True,y
420,x,e,p,p,False,v
5425,k,n,p,p,False,v
2686,f,n,w,w,False,v
4954,f,y,n,p,False,v
3175,x,n,w,w,True,y
7139,x,b,w,e,True,c
1814,x,y,w,w,True,v
5657,k,n,w,w,True,c
3124,s,n,w,w,False,v
2533,x,e,w,g,True,v
5296,f,g,b,b,False,v
5308,x,w,w,w,True,v
4779,x,g,w,w,False,s
4212,k,w,w,w,False,n
1898,f,n,w,p,False,v
989,x,g,p,n,False,y
6626,f,g,p,p,False,v
7158,x,w,w,w,True,s
4099,x,e,p,g,True,y
904,f,g,w,w,False,a
6227,f,g,w,w,False,a
2216,x,g,w,w,False,s
6129,b,w,w,w,False,s
3392,x,w,w,w,True,s
6645,x,e,w,p,False,v
5456,x,w,w,w,True,n
153,x,n,w,w,True,s
5188,f,w,w,w,True,v
5804,f,n,w,w,True,y
295,x,g,w,w,False,s
3189,f,n,w,p,True,y
2031,f,n,p,g,True,y
1008,x,e,w,w,False,v
1255,x,g,g,g,True,y
3837,x,y,w,w,True,s
2720,k,n,p,w,False,v
6754,f,g,w,w,False,v
2488,f,g,p,p,True,y
4822,x,e,p,w,False,v
5783,x,n,w,n,False,v
5460,f,w,w,w,True,v
879,f,w,w,w,False,s
3909,x,n,w,p,True,y
1356,x,g,w,w,False,s
7184,x,g,p,p,True,y
7856,f,e,g,g,True,v
1079,f,w,w,w,False,a
3052,f,y,n,n,False,y
4447,f,e,p,p,True,v
7060,f,e,g,w,True,y
6102,x,w,w,w,True,v
4663,f,e,g,p,True,y
3265,f,n,p,w,True,v
4280,x,n,p,g,True,v
3394,k,n,w,w,False,v
5671,x,e,p,w,False,v
7492,f,n,w,w,True,v
7752,x,g,p,n,False,v
4357,f,g,p,p,False,y
5234,x,g,w,w,False,s
4548,x,w,w,w,True,s
2257,x,n,p,p,True,v
5891,f,y,p,p,False,v
1173,b,p,w,w,True,v
3235,x,g,g,w,True,y
2573,f,n,w,w,True,s
7665,f,n,g,w,True,y
2881,x,p,w,w,False,s
7220,x,g,p,b,False,v
6379,f,e,w,w,True,y
7913,x,g,p,p,False,v
2351,f,w,w,w,True,v
387,f,e,g,g,True,y
2276,f,n,w,g,True,y
5599,f,y,p,n,False,y
4085,f,w,w,w,False,s
4460,f,n,g,p,True,y
1745,x,w,w,w,False,s
4136,f,g,p,g,True,y
5201,b,y,w,w,True,n
4752,x,w,w,w,False,a
3529,b,g,w,w,False,n
2447,k,n,w,n,False,v
6728,x,p,w,e,True,c
4975,f,g,p,w,True,v
3663,k,n,w,p,False,v
4569,x,e,w,g,True,y
3696,k,e,w,w,False,v
3760,f,n,p,w,False,v
3456,f,g,n,n,False,y
240,f,y,n,n,False,y
8028,x,b,w,w,True,s
7692,x,p,w,w,True,c
115,x,n,w,w,False,s
8111,x,n,w,w,True,s
251,k,e,w,p,False,v
49,x,g,g,w,True,v
5722,b,y,w,w,True,n
6997,k,w,w,w,False,s
5286,x,w,w,w,False,n
517,f,g,w,p,True,y
317,f,y,n,n,False,y
7246,k,g,w,w,False,s
4700,k,e,p,p,False,v
4360,x,e,p,g,True,v
3562,x,p,w,w,False,v
3987,x,g,w,w,False,v
6664,x,g,w,w,False,s
2080,b,y,w,w,True,s
6889,x,g,w,w,False,a
5519,x,n,p,w,False,v
6691,f,e,g,w,True,y
5024,x,n,w,w,True,y
836,x,w,w,w,False,v
7472,k,w,w,w,False,n
3101,f,y,b,n,False,y
4301,f,n,w,p,False,v
5223,k,e,w,p,False,v
229,f,e,p,g,True,v
1393,f,e,w,g,True,y
1282,f,w,w,w,False,a
648,f,g,p,g,True,v
710,x,n,w,w,False,v
6167,x,y,b,p,False,y
6558,f,n,p,g,True,v
2822,f,p,w,e,True,c
5761,f,n,w,w,False,s
3157,x,g,p,g,True,v
2885,f,g,w,w,False,a
2282,x,g,b,b,False,v
5778,f,w,w,w,True,v
6007,f,y,p,b,False,y
4174,f,w,w,w,True,v
3470,f,n,w,g,True,y
7160,x,g,w,w,False,s
7006,x,g,w,w,False,s
3581,x,u,w,w,False,v
1400,f,g,w,w,False,v
3278,k,e,w,w,True,c
4533,x,n,w,w,False,v
7449,b,w,w,w,True,s
6255,k,g,w,w,False,n
3480,x,g,w,w,False,s
7050,x,g,g,p,True,v
5406,x,n,w,p,True,y
446,x,e,w,e,True,c
833,x,y,b,b,False,y
6124,x,p,w,w,False,v
5147,f,n,w,w,False,a
3651,f,n,w,p,True,v
5172,x,n,p,g,True,v
7660,x,n,w,p,False,v
2315,f,e,w,p,False,v
1345,f,n,w,w,False,s
7576,f,n,p,p,True,v
4882,f,g,w,w,False,y
1276,f,e,w,p,True,y
6393,x,g,g,p,True,y
2955,x,e,g,g,True,y
7020,x,e,g,g,True,y
7172,f,n,w,w,False,v
544,x,n,w,g,True,v
5801,x,y,p,b,False,y
6852,x,g,b,b,False,y
5155,f,y,b,n,False,y
1233,f,g,w,w,True,s
280,x,g,w,w,True,s
5241,f,g,w,g,True,v
160,x,w,w,w,True,s
5028,f,y,w,w,True,s
6511,x,n,o,o,False,v
3419,f,g,p,p,False,v
4113,f,w,w,w,True,v
2287,f,n,g,g,True,v
1555,f,g,n,p,False,y
1360,f,w,w,w,True,s
1264,x,g,g,g,True,y
139,b,n,o,o,False,c
4225,k,w,w,w,False,s
5407,f,n,w,p,False,v
1342,f,n,w,w,False,v
3614,x,y,p,b,False,v
7684,b,n,o,o,False,v
542,x,y,p,b,False,y
7446,x,e,p,p,False,v
8068,f,e,e,w,True,c
1392,f,p,e,w,True,c
3904,x,w,w,w,True,s
1438,x,e,w,w,False,v
6665,s,g,w,w,False,v
6195,x,n,p,p,False,v
4496,f,g,n,n,False,y
1720,f,e,w,p,True,v
5923,k,n,n,n,False,y
2518,f,y,w,w,True,v
7709,f,e,p,p,True,v
1242,f,w,w,w,True,v
3593,f,y,w,w,True,y
634,x,w,w,w,True,s
845,k,n,p,p,False,v
695,x,g,b,p,False,v
4487,k,n,w,p,False,v
1126,x,w,w,w,True,s
2680,f,e,p,w,True,y
7204,x,n,w,g,True,v
2523,x,g,w,w,True,s
1128,f,e,w,p,True,v
182,x,y,w,w,True,y
3977,f,b,w,w,True,v
4086,f,e,w,g,True,y
4870,x,n,g,g,True,y
4396,k,n,p,w,False,v
3091,x,g,w,w,True,s
4812,x,w,w,w,True,v
7476,x,n,w,p,False,v
264,f,g,w,w,False,a
7389,f,y,b,n,False,v
1277,b,n,o,o,False,v
3373,f,w,w,w,True,s
5666,f,g,w,w,True,s
159,x,n,p,w,False,v
2347,x,g,w,g,True,v
6704,x,y,w,w,True,s
7382,x,y,n,p,False,v
6356,x,n,w,w,False,s
78,f,y,w,w,True,y
4723,x,y,w,w,True,n
1528,x,n,w,p,False,v
1295,x,n,p,p,False,v
3603,f,g,p,p,False,v
3074,f,g,n,b,False,v
2429,f,e,w,g,True,y
6162,b,w,w,w,True,c
6742,x,y,w,w,True,s
4790,f,n,g,p,True,y
2214,b,g,w,w,False,n
4856,x,y,w,w,True,y
6677,f,g,w,w,True,v
3742,x,g,b,n,False,y
3032,x,g,w,w,False,v
3114,x,g,g,g,True,y
4938,x,g,w,w,True,v
1346,k,n,n,n,False,y
7150,x,n,w,w,False,a
2392,x,w,w,w,True,s
7475,f,n,p,p,True,y
6902,x,e,p,p,False,v
